,DD_sa,Tt_sa,BIAS_sa,RMSE_sa,MAE_sa,rho_sa,KGE_sa,NSE_sa
310,9.745075186815468,4.680591976756722,2.0012153578515495,33.3482658507022,16.461701858653363,0.8983169205483597,0.9604434751739152,0.9441483286408298
311,3.3008938833252697,2.4070646148419708,-7.909083131541436,35.67693769555524,18.183745876238415,0.8983169205483597,0.8859460753226314,0.936075873279302
312,4.446145162019203,6.868045379940948,47.792905186419986,103.2466705169508,51.17879410647432,0.8983169205483597,0.5094967489101003,0.4646451088673448
313,8.482155627518535,5.0394662323301365,11.35858631091584,40.68357746553469,19.961659284309537,0.8983169205483597,0.8890298378951607,0.9168757128122532
314,9.978412239481836,-0.34155252321686314,-63.65714514096828,125.39473757522484,64.51634335790662,0.8983169205483597,0.2180625705014001,0.21032518804417577
315,10.171771175707894,2.988737141343551,-22.973438993958965,64.87741563928239,28.82020661764608,0.8983169205483597,0.7322932986910027,0.7886137438108404
316,5.69814122994503,2.522657687906769,-18.43039732292648,51.55713685745461,24.37048735477464,0.8983169205483597,0.7845778872268185,0.8665043092473443
317,5.798418630421093,1.6417391615468966,-30.300719455021436,70.45128056821261,31.9798480158119,0.8983169205483597,0.6550538648925474,0.7507314732215561
318,1.5939398992894458,3.7092135482792523,31.059059235990517,84.46507744233348,38.987774406594454,0.8983169205483597,0.6805136486275983,0.6417022895234807
319,3.1696314814163378,2.7879159833739062,-1.2280924338694774,36.75533471736513,18.03719031525966,0.8983169205483597,0.9348957623724424,0.9321530345514231
320,1.6564983355940863,2.0418078120417262,4.848865740489131,50.020270772280426,23.674501395407674,0.8983169205483597,0.9141731490353157,0.8743444311557794
321,8.274440913341,4.298717820017642,-1.5491396401307185,32.89613774202301,15.798267043453569,0.8983169205483597,0.94805143251028,0.9456525105674568
322,6.788498138841069,0.3149334065790379,-50.00717291559091,105.5366909601014,50.74816645952705,0.8983169205483597,0.40645938323009834,0.4406332982837472
323,4.748063298205029,0.7268590235120196,-37.816866943933874,82.04091028183608,38.613317467756396,0.8983169205483597,0.5653935079075869,0.661973612040478
324,5.542491932894468,6.244385440700157,35.077304840006306,81.29201936922168,38.912514275038035,0.8983169205483597,0.6424800663372652,0.6681166327085228
325,4.577911387714655,6.87799257048475,47.317966766215065,102.33747994841403,50.6990264122249,0.8983169205483597,0.5144849894994357,0.4740322687623739
326,2.24423579696682,0.3046151015667875,-28.141850448449247,59.80334431103433,29.884101119697554,0.8983169205483597,0.6753555349141704,0.8203858256510715
327,3.2777000087220016,3.407031448569489,6.549390954363133,42.741085750318746,20.047264640256824,0.8983169205483597,0.9237033539440547,0.908255346548968
328,5.076918446037514,3.4755023981770696,-3.3260325658614818,33.604231408010136,16.482806529672562,0.8983169205483597,0.929274412969763,0.9432876560453672
329,4.833310384346276,4.648303362910843,16.21338442068219,51.600617333990286,24.513981000609988,0.8983169205483597,0.8394526310853891,0.8662790483355017
330,3.030231548696864,1.0328351257303425,-25.63637438161274,56.24458130865548,27.33898423537328,0.8983169205483597,0.7064749374187567,0.841126654727999
331,8.372430225755867,0.7499683465018356,-47.394176780806745,102.76619320333259,48.102609465038306,0.8983169205483597,0.4374305952135542,0.4696162591182723
332,1.7735479038900612,6.9978245972269235,74.92922063516194,142.76222323970444,78.18251926794707,0.8983169205483597,0.241031911262372,-0.02356698443399985
333,7.954356799401488,5.507226943191549,19.417884585600902,53.07036524622541,25.674172494071826,0.8983169205483597,0.8055743361395994,0.8585529751648076
334,5.272873619506664,2.0576984405113965,-22.73345277398137,57.45629899718691,26.76228096867116,0.8983169205483597,0.7383655711622465,0.8342074697897135
335,4.326023066574216,6.0972162653989805,38.33374488800531,88.1296184888902,42.18776637463866,0.8983169205483597,0.6085539270572593,0.6099381789192935
336,2.2230483375439083,4.76607040294565,36.90058319113079,89.91044488671011,42.2231154608003,0.8983169205483597,0.6235540715257468,0.5940150288267254
337,8.911010208249783,-0.5288848168901696,-63.91763577272978,125.41724505017852,64.79381465389875,0.8983169205483597,0.21547678936966186,0.2100416804343299
338,4.03294007724161,-0.41455602856241436,-50.492582443266805,102.6585045686394,51.177872583462594,0.8983169205483597,0.40662540774227496,0.4707272543409259
339,4.657688765694132,4.75759768251487,18.542196933324178,55.61904394782473,26.2628995645346,0.8983169205483597,0.8153651306422331,0.8446408978789546
340,1.5267339885785725,4.430790298455237,42.28446380783852,100.7902828148793,47.76584589481792,0.8983169205483597,0.5656752940208929,0.4898158155229383
341,3.125558992932336,1.2219662889307137,-23.162283627713265,51.96015519006748,25.15742888306755,0.8983169205483597,0.7348954578565552,0.8644091001633509
342,3.9162634330400294,0.0425317667760714,-43.023074311411136,89.73595538366091,43.74415057558962,0.8983169205483597,0.5027597093735912,0.5955892925539037
343,9.383745979765466,5.722969018108373,19.37963031645141,52.30071154546361,25.37025674384349,0.8983169205483597,0.8052389989784882,0.8626259004558355
344,8.825771194094585,1.320125043431033,-40.594787893146616,92.52219268680983,41.40849400462024,0.8983169205483597,0.5237274217242612,0.5700860900491527
345,5.397890730986616,4.835725282834218,16.57035252899672,51.29919614616064,24.40919541924174,0.8983169205483597,0.8358928948382551,0.8678367275629351
346,9.909576821297641,1.4025756846439648,-41.35071314571675,94.76173131625498,42.19326046450862,0.8983169205483597,0.5123310318586818,0.5490217080523637
347,1.5369614289318283,3.3498458875386863,28.004840177013975,80.30122229302808,36.90508364419467,0.8983169205483597,0.7111864396488816,0.676157401483151
348,9.147612206114962,5.992100115467219,22.820187314031173,58.381591481835216,28.098679782647533,0.8983169205483597,0.7686449060107484,0.8288245322736861
349,5.472101190432331,2.920724011615531,-12.200686967923474,41.42572147238846,19.989791699806368,0.8983169205483597,0.8490544377272532,0.9138153691911503
350,5.449168133804911,4.5284590221941,11.92586200052051,44.33828972273999,21.43542781226412,0.8983169205483597,0.8828396035284245,0.9012703635857742
351,7.036597159289691,5.318680461943863,18.841085675048376,53.02881341588688,25.57622735212695,0.8983169205483597,0.8120115193494799,0.8587743824183919
352,6.281035320312273,0.8777797677081067,-41.050442709675366,90.04968698520935,41.71850276187057,0.8983169205483597,0.522391348551784,0.592756577200054
353,8.456666639605643,3.548375230558257,-12.970286266600993,45.56197057331326,21.249578137860173,0.8983169205483597,0.8415490782185349,0.895745535397201
