,DD_sa,Tt_sa,KGE_sa
0,9.617910659243265,4.411929219583803,0.9424205390421214
1,5.767883268993224,2.3549559412488876,0.7622207135412951
2,1.625756252784007,2.9373575037422928,0.7905861468364737
3,7.0173465873488645,6.019581574401039,0.7187656842619659
4,4.833240536178723,6.12460629626289,0.6278409720897861
5,3.9701650678233786,0.29091199608428964,0.5328322825856742
6,4.371240848621764,0.7747232676885767,0.5901915897481447
7,1.9187427310444578,5.093553636991787,0.5359478536973235
8,6.923361024846837,0.35337325571383493,0.40811108917643124
9,8.537015993496798,3.6651738390503654,0.8543462610820622
10,10.170937005175007,4.5570369493872125,0.9544486808286275
11,8.104595785720212,1.5611294806299005,0.5766596333434485
12,4.748646785600131,1.0235497550382626,0.604931096324471
13,2.2095134965997945,-0.3080156898309907,0.5792930597743293
14,2.2997782372210938,6.595938483176223,0.3919676134809429
15,1.1199596343662155,3.4692942773585402,0.5889989156043189
16,7.52833509209468,-0.014812058952305751,0.3223845280744285
17,8.602468092081624,5.23207365121653,0.8604188770963734
18,4.722746603018625,4.014908691238436,0.930200373681416
19,1.8435077098886672,4.6743906667382715,0.5816071808543299
20,1.486355908450913,4.52945978694352,0.5322071455385005
21,2.6056381736733765,1.7509534913864484,0.8536161988976948
22,4.914488060295324,5.344330361904495,0.7373347281260054
23,8.116607047371028,-0.20525072822037238,0.27857654861155823
24,2.8814469082626473,5.267495434856945,0.6205651570109074
25,7.246192427048029,5.850491715348811,0.7464012102743728
26,8.508075818406919,0.943903603718828,0.464681241899052
27,3.0402782978699365,3.1720109032241863,0.9333726490794821
28,9.584106990374746,2.2282831585026437,0.6472702902070796
29,9.361324166642007,4.592646143322304,0.9605955924179026
30,6.018663683167494,-0.21924160946277793,0.3369384536375828
31,5.097038809041096,6.894130116068052,0.5345007458649202
32,7.151668632957378,0.0486374868815751,0.35693815246692806
33,4.26330358725268,3.319054018176373,0.9381140027476
34,3.411793099526859,5.396660738146335,0.6455490112865644
35,10.323354169764537,6.642128730100648,0.6952261497771877
36,7.491182518638109,3.216177669421257,0.8203763441611965
37,9.395566641134387,0.1258443981813291,0.31344253174656067
38,5.7159331254992,0.4370972921996015,0.466316914594918
39,1.3767672626100493,-0.9146786251951162,0.5657591378004405
40,2.5792186591679185,2.7806273169437006,0.9310352082436307
41,8.781810548693583,6.9897790269412114,0.6251382942206176
42,2.0235225719577477,2.463392388830845,0.9143231014174846
43,3.6860278652860394,-0.3680057216831878,0.4373654430671292
44,1.163509824745316,2.660993856797115,0.7232303154891239
45,3.2860592889567894,3.4862056979968328,0.9173512834053903
46,9.699278656141194,3.547320062972278,0.8138512563317815
47,9.545168196694377,2.8392378997610095,0.7274425221444505
48,10.260048209909574,1.8665304861411225,0.5779256422643577
49,3.932224067106173,4.3166946581057815,0.8471742604496036
50,10.460053555425603,-0.6689817447585498,0.12584443909568277
51,2.545451282607824,0.3631902005241703,0.6516441661160994
52,3.2561205349557834,0.23131967911900753,0.5732528773551266
53,5.229800112613754,6.379168801920956,0.610215889519602
54,3.359168451695344,3.012069707268836,0.9408634613609466
55,5.408056251186017,2.8828929005553916,0.8473339420733269
56,6.515725117458476,-0.5697646628141602,0.2359523091955762
57,1.7167402375343443,3.0974948681231647,0.7888585354343094
58,1.393540070421384,6.608366538264438,0.22249650188440417
59,2.425270201925948,6.233808455433331,0.45715188338527724
60,6.423955879086903,6.066417755039355,0.6955310139571025
61,7.110828107301096,6.508669092180937,0.6531541841217927
62,4.407316210555586,4.234179342372082,0.8864993762802225
63,4.308276210326422,4.492589668893159,0.8337608049004037
64,4.177953023721004,3.0793360095314286,0.9171134636300224
65,7.402251647667145,-0.19264022332225272,0.2980691001898531
66,9.645233753009242,2.5573965905175853,0.6849047564054338
67,10.30183030588961,2.293641670873326,0.6405517053857406
68,8.445139223977005,1.5364162945624775,0.5643727851717414
69,7.619909965154431,1.1131984907659151,0.5274278062346596
70,4.899412465807334,4.7564910165220535,0.8268072541573898
71,3.211153285581191,1.042168890630487,0.6946279049364144
72,3.0848482643699904,1.3057152311151783,0.7468986856468167
73,4.391661422342388,-0.6496352008175903,0.3048364395288875
74,5.5720533983187845,1.705652684687843,0.680922856969332
75,3.892321218492274,4.399718627081821,0.8317005643662868
76,3.552490643114664,5.328991837225509,0.6642726627800124
77,8.723176961641043,6.178084940783327,0.7349257741742177
78,2.0855518784068607,4.172956376829791,0.6957256172091406
79,6.760417906247301,5.634050524280787,0.7588546592573184
80,7.266174985807224,6.761842731698316,0.6174681751482125
81,5.642537154573871,6.73063670741725,0.571921206542678
82,3.5145361484525317,0.6614304728141385,0.6272478438451246
83,4.789649837864988,0.40645474919250923,0.5044643470157224
84,6.701081604802185,2.1605539580542725,0.7018967545052375
85,6.147155636755928,4.453323732829004,0.9175241989350638
86,1.8345805041863965,4.742707828346121,0.5712525254080375
87,8.915962163643904,3.8698821389382525,0.8744386873537828
88,7.077236350842317,-0.9574300279593798,0.1544411791709125
89,2.1058663665564996,5.962183987857455,0.4532950518585668
90,5.697664958255589,-0.4764861118394179,0.31340692044454854
91,7.204484694945454,0.5508283356996868,0.43225379586983925
92,9.481726995609254,0.6822932615976596,0.4030075393738918
93,2.8644810334375013,5.303191604471066,0.614728227984977
94,6.454892367311227,5.375461766461939,0.7881017606363142
95,9.08298510930956,4.06861542178453,0.9010597446777315
96,6.657625921117545,0.5529055691944806,0.45056617936297305
97,8.255508897450792,6.5278123539556585,0.6775329017423595
98,5.538396803627145,2.517853128274174,0.789966756056531
99,5.167392285015174,6.923104925960177,0.5339371003629187
100,4.682648759273326,0.49847472505014156,0.5242783289434136
101,5.821049404114201,2.4115795947816037,0.7663134729878165
102,7.8106957750965815,3.682327517503082,0.8731124704529243
103,7.273483329416969,3.9841334361509606,0.9306483236820683
104,6.7368598175482415,6.031332908992554,0.7096010261763592
105,9.336229374756302,4.9865706761002135,0.9181227107565011
106,3.622432152187349,-0.44512561193412714,0.43142524999117626
107,4.938823363130109,-0.25092876330063807,0.3784774914500958
108,9.769117073065386,3.6504251943905377,0.8259398615117207
109,9.400166013017493,2.643919306058985,0.7003474949046657
110,7.334514673140923,6.045442995229101,0.7231140374127065
111,2.0514606512349873,1.4488525469359606,0.8587393196189644
112,3.0078468975364485,1.2586286632430923,0.7473996121209014
113,8.16695021236837,3.0522760433414966,0.7809693391565242
114,7.798284827193062,-0.8761727289273394,0.14853429652791694
115,9.916225064368987,3.5103079140338913,0.8048140614305828
116,5.133412295809455,6.430899918357148,0.5997390217645893
117,8.662746395465295,5.775935707699548,0.7864487489818113
118,2.784451370834354,6.784571745736202,0.4084397074879087
119,7.592854339937351,3.80312551034376,0.8946862128537407
120,6.28852192740011,4.893384199358736,0.8583233097305616
121,7.710293783849644,3.7863337169398052,0.8893960536711281
122,7.8771250680627976,1.7608465327939178,0.6169907889183399
123,1.5243145487318723,6.8259231260081465,0.2100947139273085
124,7.180938906414381,1.785705181778511,0.6377500989818783
125,9.198484622232524,1.613353486859694,0.5600222904752987
126,8.258202381413609,4.460545979734364,0.9590911970135014
127,5.607458476329548,6.540141155431986,0.6028676697511774
128,10.223278553997302,0.0869839157022283,0.29268116880311934
129,2.4737173485992683,5.603677783275261,0.5375049743091336
130,8.223124296837035,3.3210848744670107,0.8160638730127944
131,5.395024647570355,2.4030593825091353,0.7809238015317587
132,4.519708425222415,6.32488702029657,0.5897393480443096
133,5.860013710808208,5.15294055508638,0.8029619236228119
134,7.603127609262781,5.665883016758867,0.7766037351017234
135,10.091515597888455,-0.6268483357103699,0.1401737061528655
136,8.126447372293761,5.843765904711078,0.7677917471823129
137,3.2698251431719365,3.2801337923579537,0.9370236209416278
138,8.86601115158176,2.007830192018061,0.6261097895377646
139,3.7450949132191425,6.8732731379244765,0.47256540156096016
140,1.6308694007297375,3.0447555910060036,0.778540795859217
141,8.923840780095002,-0.7650648169496949,0.13937110919518458
142,7.559417759610276,3.603883171421889,0.8698760071073419
143,6.7947660651491715,0.3054880597144436,0.40478549492808125
144,6.629603142626404,3.5142142944816834,0.8842209865899676
145,5.1517814897385685,5.933811191262347,0.6696633365345832
146,4.638849880860782,2.9746374009567838,0.8875241982176381
147,1.0767247957685255,1.6728287388802467,0.8352872723478146
148,8.56572581363124,6.421581140535094,0.6992454154169914
149,10.149842373302512,2.4404065309488714,0.660108527117551
150,2.962924955211536,4.834788951972728,0.6926894035875841
151,7.29852338394072,5.541376136269603,0.7855755789112759
152,10.113147095120006,-0.06659316955261296,0.2572178609574767
153,8.634806428956537,3.3705721319866777,0.8165970478952265
